customer_id,product_id,rating,amount,user_idx,item_idx,graph_norm_weight
1,SP001,4.5,447107033.0,0,0,0.03241018617760822
1,SP004,4.138259329853826,136523440.0,0,3,0.03241018617760822
1,SP005,5.0,6987287.0,0,4,0.10660035817780521
1,SP006,5.0,42536507.0,0,5,0.08333333333333333
1,SP008,4.5,258657182.0,0,7,0.03386427307392982
1,SP013,4.209171781345213,14714029.0,0,12,0.036084391824351615
1,SP021,4.306040459378941,170384932.0,0,20,0.03227486121839514
1,SP024,4.146199906109527,34362014.0,0,23,0.033113308926626096
2,SP001,4.5,542334321.0,1,0,0.03241018617760822
2,SP004,4.051449793883671,25773555.0,1,3,0.03241018617760822
2,SP008,4.5,195231412.0,1,7,0.03386427307392982
2,SP013,3.956439810884851,33252993.0,1,12,0.036084391824351615
2,SP015,5.0,7018824.0,1,14,0.11180339887498948
2,SP021,4.291704290320292,99613985.0,1,20,0.03227486121839514
2,SP024,3.3872898338698154,214805.0,1,23,0.033113308926626096
2,SP025,3.9670944986258085,4236902.0,1,24,0.03241018617760822
3,SP001,4.5,107988722.0,2,0,0.030556616567607043
3,SP004,4.21665335968984,98050621.0,2,3,0.030556616567607043
3,SP005,5.0,14867328.0,2,4,0.10050378152592121
3,SP008,4.5,552003636.0,2,7,0.031927542840705044
3,SP013,4.0713847101000376,7244062.0,2,12,0.034020690871988585
3,SP018,4.098572279540424,8331170.0,2,17,0.036369648372665396
3,SP021,4.194878795542765,97363060.0,2,20,0.03042903097250923
3,SP024,4.065389104142307,47590735.0,2,23,0.031219527052723135
3,SP025,4.184490119750695,52818415.0,2,24,0.030556616567607043
4,SP001,4.5,1083009242.0,3,0,0.030556616567607043
4,SP004,4.0094471830250935,27074466.0,3,3,0.030556616567607043
4,SP008,4.4781864465562915,179629527.0,3,7,0.031927542840705044
4,SP012,5.0,521860652.0,3,11,0.09622504486493763
4,SP013,4.126331559250511,20164108.0,3,12,0.034020690871988585
4,SP018,4.428665447917652,146386997.0,3,17,0.036369648372665396
4,SP021,4.3343436338372054,194701180.0,3,20,0.03042903097250923
4,SP024,3.985290159529466,23006962.0,3,23,0.031219527052723135
4,SP025,4.11068161375468,23842572.0,3,24,0.030556616567607043
5,SP001,4.5,295761691.0,4,0,0.03241018617760822
5,SP003,5.0,192912281.0,4,2,0.0944911182523068
5,SP004,4.148918698606963,48374605.0,4,3,0.03241018617760822
5,SP008,4.5,356716225.0,4,7,0.03386427307392982
5,SP013,4.023037435091889,21175517.0,4,12,0.036084391824351615
5,SP021,4.424186459420685,225335545.0,4,20,0.03227486121839514
5,SP024,4.18654570461408,13097727.0,4,23,0.033113308926626096
5,SP025,4.061261682260142,29981344.0,4,24,0.03241018617760822
6,SP001,4.495361359076545,510600231.0,5,0,0.03464794643376185
6,SP004,4.181857878528745,53803249.0,5,3,0.03464794643376185
6,SP008,4.410131916325618,393804914.0,5,7,0.03620243071279983
6,SP009,5.0,291519815.0,5,8,0.10482848367219183
6,SP021,4.338787689681057,281077781.0,5,20,0.03450327796711771
6,SP024,4.243950970845935,17595898.0,5,23,0.03539961627023943
6,SP025,4.196519875722232,43454660.0,5,24,0.03464794643376185
7,SP001,4.5,485872975.0,6,0,0.03464794643376185
7,SP004,4.025485121300593,47678839.0,6,3,0.03464794643376185
7,SP008,4.455109389099431,353446792.0,6,7,0.03620243071279983
7,SP021,4.348059380613746,304962619.0,6,20,0.03450327796711771
7,SP023,5.0,13330089.0,6,22,0.08247860988423225
7,SP024,4.169118137535166,80089554.0,6,23,0.03539961627023943
7,SP025,4.104367154335003,39132532.0,6,24,0.03464794643376185
8,SP001,4.488488363812602,622999906.0,7,0,0.03742405942825599
8,SP004,4.182204920911807,40323371.0,7,3,0.03742405942825599
8,SP018,5.0,18643878.0,7,17,0.0445435403187374
8,SP021,4.225591295603169,112831777.0,7,20,0.037267799624996496
8,SP024,4.063959723522468,62680467.0,7,23,0.038235955645093626
8,SP025,4.031931721667491,23767814.0,7,24,0.03742405942825599
9,SP001,4.45371373334278,632085973.0,8,0,0.030556616567607043
9,SP004,4.198910214295409,91084983.0,8,3,0.030556616567607043
9,SP013,4.01816885998558,16603985.0,8,12,0.034020690871988585
9,SP015,5.0,11604856.0,8,14,0.10540925533894598
9,SP018,4.3058336991713295,24189529.0,8,17,0.036369648372665396
9,SP019,5.0,10333504.0,8,18,0.10540925533894598
9,SP021,3.9402581473746956,20067530.0,8,20,0.03042903097250923
9,SP024,3.9081152209462333,7334325.0,8,23,0.031219527052723135
9,SP025,4.193398671051964,13567572.0,8,24,0.030556616567607043
10,SP001,4.5,451904116.0,9,0,0.03241018617760822
10,SP004,4.188908467684136,27615841.0,9,3,0.03241018617760822
10,SP008,4.439748375250941,325996437.0,9,7,0.03386427307392982
10,SP013,4.1531796476973994,25420468.0,9,12,0.036084391824351615
10,SP018,4.520929255367194,62652059.0,9,17,0.03857583749052298
10,SP021,4.027595552804433,45975760.0,9,20,0.03227486121839514
10,SP024,4.264459896194139,19553226.0,9,23,0.033113308926626096
10,SP025,3.909198075718908,20307352.0,9,24,0.03241018617760822
11,SP001,4.4180887101815856,256057111.0,10,0,0.030556616567607043
11,SP002,5.0,252356993.0,10,1,0.10540925533894598
11,SP004,4.163504440184606,39817490.0,10,3,0.030556616567607043
11,SP008,4.5,444805364.0,10,7,0.031927542840705044
11,SP013,4.163194151399612,26308545.0,10,12,0.034020690871988585
11,SP019,5.0,6194330.0,10,18,0.10540925533894598
11,SP021,4.245020186480675,241766416.0,10,20,0.03042903097250923
11,SP024,4.193137503754841,13549361.0,10,23,0.031219527052723135
11,SP025,4.176060911135422,38008752.0,10,24,0.030556616567607043
12,SP001,4.445539957502076,790105942.0,11,0,0.030556616567607043
12,SP004,4.243827932105547,53371108.0,11,3,0.030556616567607043
12,SP006,5.0,18072703.0,11,5,0.07856742013183861
12,SP008,4.47851809036662,336265226.0,11,7,0.031927542840705044
12,SP013,3.955787534036221,14486695.0,11,12,0.034020690871988585
12,SP016,5.0,23947905.0,11,15,0.10050378152592121
12,SP021,4.324158412082968,332201236.0,11,20,0.03042903097250923
12,SP024,4.27047936216299,105938121.0,11,23,0.031219527052723135
12,SP025,4.442390188887451,41137554.0,11,24,0.030556616567607043
13,SP001,4.4794070146316916,818333108.0,12,0,0.030556616567607043
13,SP003,5.0,343687510.0,12,2,0.0890870806374748
13,SP004,4.4126716901472465,61319835.0,12,3,0.030556616567607043
13,SP007,5.0,22633623.0,12,6,0.08606629658238704
13,SP008,4.5,89922821.0,12,7,0.031927542840705044
13,SP013,4.3216127793194055,41281471.0,12,12,0.034020690871988585
13,SP021,4.118910071514487,50423291.0,12,20,0.03042903097250923
13,SP024,4.179872706844371,65344495.0,12,23,0.031219527052723135
13,SP025,4.160806998103351,23294719.0,12,24,0.030556616567607043
14,SP001,4.75,535165864.0,13,0,0.030556616567607043
14,SP004,4.134004955412432,50820669.0,13,3,0.030556616567607043
14,SP008,4.666666666666667,1374604309.0,13,7,0.031927542840705044
14,SP014,5.0,9640797.0,13,13,0.1111111111111111
14,SP017,5.0,24057936.0,13,16,0.09622504486493763
14,SP018,4.438246858149105,261793057.0,13,17,0.036369648372665396
14,SP021,4.24458920314963,81467409.0,13,20,0.03042903097250923
